id,stop_id,on_street,cross_street,routes,boardings,alightings,month_beginning,daytype,location,lat,lon,num_routes,route,total_traffic
1049,1967,CLARK,CHASE,22,4.2,25,10/01/2012,Weekday,"(42.01366200, -87.67475200)",42.013662,-87.674752,1,22,29.2
1050,1968,CLARK,JARVIS,22,15.2,322.4,10/01/2012,Weekday,"(42.01595000, -87.67513800)",42.01595,-87.675138,1,22,337.6
1051,1970,DIVISION,AUSTIN,70,235.5,198.9,10/01/2012,Weekday,"(41.90179808, -87.77500914)",41.90179808,-87.77500914,1,70,434.4
1052,1971,DIVISION,MAYFIELD,70,48.6,2.9,10/01/2012,Weekday,"(41.90197200, -87.77304200)",41.901972,-87.773042,1,70,51.5
1053,1972,DIVISION,MENARD,70,97.9,18.6,10/01/2012,Weekday,"(41.90200900, -87.77061400)",41.902009,-87.770614,1,70,116.5
1054,1973,DIVISION,WALLER,70,57.1,13.5,10/01/2012,Weekday,"(41.90204500, -87.76818600)",41.902045,-87.768186,1,70,70.6
1055,1974,DIVISION,CENTRAL,70,292,58.2,10/01/2012,Weekday,"(41.90207521, -87.76579558)",41.90207521,-87.76579558,1,70,350.2
1056,1975,DIVISION,PINE,70,30,6.2,10/01/2012,Weekday,"(41.90210200, -87.76393500)",41.902102,-87.763935,1,70,36.2
1057,1976,DIVISION,LONG,70,72.4,21.1,10/01/2012,Weekday,"(41.90213300, -87.76103700)",41.902133,-87.761037,1,70,93.5
1058,1977,DIVISION,LOCKWOOD,70,72.9,34,10/01/2012,Weekday,"(41.90216100, -87.75834600)",41.902161,-87.758346,1,70,106.9
1059,1979,DIVISION,LECLAIRE,70,68.5,28.9,10/01/2012,Weekday,"(41.90221400, -87.75342300)",41.902214,-87.753423,1,70,97.4
1060,1981,DIVISION,LAMON,70,73.3,47.6,10/01/2012,Weekday,"(41.90228800, -87.74848400)",41.902288,-87.748484,1,70,120.9
1061,1983,DIVISION,4659 WEST,70,4.3,1.8,10/01/2012,Weekday,"(41.90233834, -87.74322769)",41.90233834,-87.74322769,1,70,6.1
1062,1984,DIVISION,KOLMAR,70,19.3,5.6,10/01/2012,Weekday,"(41.90241439, -87.73994301)",41.90241439,-87.73994301,1,70,24.9
1063,1985,DIVISION,KILBOURN,70,12.6,8.1,10/01/2012,Weekday,"(41.90239400, -87.73869300)",41.902394,-87.738693,1,70,20.7
1064,1986,DIVISION,KOSTNER,70,67.6,36,10/01/2012,Weekday,"(41.90245300, -87.73623900)",41.902453,-87.736239,1,70,103.6
1065,1987,DIVISION,KILDARE,70,86.5,51.4,10/01/2012,Weekday,"(41.90248874, -87.73379543)",41.90248874,-87.73379543,1,70,137.9
1066,1989,DIVISION,KARLOV,70,31.8,26.9,10/01/2012,Weekday,"(41.90256400, -87.72886200)",41.902564,-87.728862,1,70,58.7
1067,1990,DIVISION,PULASKI,70,264.8,230,10/01/2012,Weekday,"(41.90259074, -87.72644847)",41.90259074,-87.72644847,1,70,494.8
1068,1991,DIVISION,SPRINGFIELD,70,43.6,22.2,10/01/2012,Weekday,"(41.90262500, -87.72396800)",41.902625,-87.723968,1,70,65.8
1069,1992,DIVISION,HAMLIN,70,95.7,53.2,10/01/2012,Weekday,"(41.90265000, -87.72153300)",41.90265,-87.721533,1,70,148.9
1070,1993,DIVISION,GRAND/MONTICELLO,70,137,90.5,10/01/2012,Weekday,"(41.90266134, -87.71793507)",41.90266134,-87.71793507,1,70,227.5
1071,1994,DIVISION,CENTRAL PARK,70,104.5,29.6,10/01/2012,Weekday,"(41.90269500, -87.71666200)",41.902695,-87.716662,1,70,134.1
1072,1995,DIVISION,3450 WEST,70,6.8,1.4,10/01/2012,Weekday,"(41.90272200, -87.71318300)",41.902722,-87.713183,1,70,8.2
1073,1996,DIVISION,HOMAN,70,166.6,161.3,10/01/2012,Weekday,"(41.90270898, -87.71186357)",41.90270898,-87.71186357,1,70,327.9
1074,1997,DIVISION,SPAULDING,70,97.7,38.6,10/01/2012,Weekday,"(41.90275400, -87.70945200)",41.902754,-87.709452,1,70,136.3
1075,2000,DIVISION,RICHMOND,70,36.2,23.9,10/01/2012,Weekday,"(41.90283200, -87.70067400)",41.902832,-87.700674,1,70,60.1
1076,2001,DIVISION,FRANCISCO,70,29.7,67.7,10/01/2012,Weekday,"(41.90284200, -87.69946100)",41.902842,-87.699461,1,70,97.4
1077,2003,DIVISION,WASHTENAW,70,118.3,58.5,10/01/2012,Weekday,"(41.90288800, -87.69452700)",41.902888,-87.694527,1,70,176.8
1078,2004,DIVISION,ROCKWELL,70,194.5,55.1,10/01/2012,Weekday,"(41.90294718, -87.69198388)",41.90294718,-87.69198388,1,70,249.6
1079,2005,DIVISION,CAMPBELL,70,96.8,60.3,10/01/2012,Weekday,"(41.90293582, -87.68964098)",41.90293582,-87.68964098,1,70,157.1
1080,2007,DIVISION,OAKLEY,70,93.8,89.1,10/01/2012,Weekday,"(41.90301382, -87.68472198)",41.90301382,-87.68472198,1,70,182.9
1081,2009,DIVISION,HOYNE,70,75.7,27.2,10/01/2012,Weekday,"(41.90309482, -87.67984498)",41.90309482,-87.67984498,1,70,102.9
1082,2011,DIVISION,WOLCOTT,70,69.2,38.8,10/01/2012,Weekday,"(41.90312545, -87.67488625)",41.90312545,-87.67488625,1,70,108
1083,2013,DIVISION,PAULINA,70,36.9,39.2,10/01/2012,Weekday,"(41.90319645, -87.67049225)",41.90319645,-87.67049225,1,70,76.1
1084,2014,DIVISION,ASHLAND,70,480.7,972.5,10/01/2012,Weekday,"(41.90323700, -87.66769294)",41.903237,-87.66769294,1,70,1453.2
1085,2020,DIVISION,ELSTON,70,8.8,16.4,10/01/2012,Weekday,"(41.90339342, -87.65839127)",41.90339342,-87.65839127,1,70,25.2
1086,2022,DIVISION,CHERRY,70,19.8,72.5,10/01/2012,Weekday,"(41.90347183, -87.65423416)",41.90347183,-87.65423416,1,70,92.3
1087,2028,DIVISION,LARRABEE,70,64.4,71.8,10/01/2012,Weekday,"(41.90362586, -87.64368981)",41.90362586,-87.64368981,1,70,136.2
1088,2029,DIVISION,SCOTT/CLEVELAND,70,43.7,123.3,10/01/2012,Weekday,"(41.90363017, -87.64123396)",41.90363017,-87.64123396,1,70,167
1089,2030,DIVISION,CLYBOURN,70,65.3,127.7,10/01/2012,Weekday,"(41.90366816, -87.63900296)",41.90366816,-87.63900296,1,70,193
1090,2032,DIVISION,311 WEST,70,6.9,16.5,10/01/2012,Weekday,"(41.90375329, -87.63603037)",41.90375329,-87.63603037,1,70,23.4
1091,2033,DIVISION,WELLS,70,4.7,140.1,10/01/2012,Weekday,"(41.90378504, -87.63465985)",41.90378504,-87.63465985,1,70,144.8
1092,2034,DIVISION,LASALLE,70,9.5,866.4,10/01/2012,Weekday,"(41.90380272, -87.63314459)",41.90380272,-87.63314459,1,70,875.9
1093,2041,DIVISION,300 WEST,70,42,11.3,10/01/2012,Weekday,"(41.90389726, -87.63655799)",41.90389726,-87.63655799,1,70,53.3
1094,2043,DIVISION,CLYBOURN,70,112.5,82.8,10/01/2012,Weekday,"(41.90383100, -87.64001700)",41.903831,-87.640017,1,70,195.3
1095,2045,DIVISION,LARRABEE,70,64.8,48.1,10/01/2012,Weekday,"(41.90378370, -87.64350510)",41.9037837,-87.6435051,1,70,112.9
1096,2048,DIVISION,HALSTED,70,159.9,67.4,10/01/2012,Weekday,"(41.90371153, -87.64798994)",41.90371153,-87.64798994,1,70,227.3
1097,2051,DIVISION,CHERRY,70,28.1,20.5,10/01/2012,Weekday,"(41.90362896, -87.65405090)",41.90362896,-87.6540509,1,70,48.6
1098,2053,DIVISION,ELSTON,70,7,9.8,10/01/2012,Weekday,"(41.90357546, -87.65893931)",41.90357546,-87.65893931,1,70,16.8
1099,2055,DIVISION,NOBLE,70,23.5,51.8,10/01/2012,Weekday,"(41.90350565, -87.66248308)",41.90350565,-87.66248308,1,70,75.3
1100,2056,DIVISION,CLEAVER,70,26.8,50.4,10/01/2012,Weekday,"(41.90349775, -87.66373152)",41.90349775,-87.66373152,1,70,77.2
1101,2059,DIVISION,ASHLAND,70,927.1,467.1,10/01/2012,Weekday,"(41.90344877, -87.66729040)",41.90344877,-87.6672904,1,70,1394.2
1102,2060,DIVISION,PAULINA,70,69.9,35.9,10/01/2012,Weekday,"(41.90338307, -87.67030504)",41.90338307,-87.67030504,1,70,105.8
1103,2061,DIVISION,WOOD,70,34.3,43.6,10/01/2012,Weekday,"(41.90331550, -87.67217978)",41.9033155,-87.67217978,1,70,77.9
1104,2062,DIVISION,WOLCOTT,70,41.9,52.3,10/01/2012,Weekday,"(41.90333323, -87.67463211)",41.90333323,-87.67463211,1,70,94.2
1105,2063,DIVISION,DAMEN,70,147.6,128.5,10/01/2012,Weekday,"(41.90327154, -87.67692174)",41.90327154,-87.67692174,1,70,276.1
1106,2064,DIVISION,HOYNE,70,15.4,49,10/01/2012,Weekday,"(41.90328215, -87.67949289)",41.90328215,-87.67949289,1,70,64.4
1107,2065,DIVISION,LEAVITT,70,44.2,111.2,10/01/2012,Weekday,"(41.90320140, -87.68203722)",41.9032014,-87.68203722,1,70,155.4
1108,2066,DIVISION,OAKLEY,70,87.4,111.3,10/01/2012,Weekday,"(41.90316398, -87.68438831)",41.90316398,-87.68438831,1,70,198.7
1109,2068,DIVISION,CAMPBELL,70,34.8,82.5,10/01/2012,Weekday,"(41.90299500, -87.68929000)",41.902995,-87.68929,1,70,117.3
1110,2069,DIVISION,ROCKWELL,70,56,156.8,10/01/2012,Weekday,"(41.90299500, -87.69168900)",41.902995,-87.691689,1,70,212.8
1111,2070,DIVISION,WASHTENAW,70,64,160.4,10/01/2012,Weekday,"(41.90299500, -87.69419000)",41.902995,-87.69419,1,70,224.4
1112,2072,DIVISION,FRANCISCO,70,33.9,36.7,10/01/2012,Weekday,"(41.90297207, -87.69941577)",41.90297207,-87.69941577,1,70,70.6
1113,2073,DIVISION,RICHMOND,70,9.8,21.7,10/01/2012,Weekday,"(41.90297307, -87.70061678)",41.90297307,-87.70061678,1,70,31.5
1114,2074,DIVISION,HUMBOLDT,70,9.6,15.9,10/01/2012,Weekday,"(41.90294545, -87.70215669)",41.90294545,-87.70215669,1,70,25.5
1115,2075,DIVISION,KEDZIE,70,50.2,146.8,10/01/2012,Weekday,"(41.90298545, -87.70689218)",41.90298545,-87.70689218,1,70,197
1116,2076,DIVISION,SPAULDING,70,24.4,103.6,10/01/2012,Weekday,"(41.90288135, -87.70903742)",41.90288135,-87.70903742,1,70,128
1117,2078,DIVISION,3450 WEST,70,1.1,2.9,10/01/2012,Weekday,"(41.90282673, -87.71305611)",41.90282673,-87.71305611,1,70,4
1118,2079,DIVISION,CENTRAL PARK,70,38.2,137.5,10/01/2012,Weekday,"(41.90284885, -87.71634819)",41.90284885,-87.71634819,1,70,175.7
1119,2081,DIVISION,HAMLIN,70,50.1,100.2,10/01/2012,Weekday,"(41.90279635, -87.72131910)",41.90279635,-87.7213191,1,70,150.3
1120,2082,DIVISION,SPRINGFIELD,70,15.9,50.7,10/01/2012,Weekday,"(41.90280284, -87.72389793)",41.90280284,-87.72389793,1,70,66.6
1121,2083,DIVISION,PULASKI,70,221.2,278.3,10/01/2012,Weekday,"(41.90274481, -87.72609819)",41.90274481,-87.72609819,1,70,499.5
1122,2084,DIVISION,KARLOV,70,41,40.6,10/01/2012,Weekday,"(41.90266606, -87.72862443)",41.90266606,-87.72862443,1,70,81.6
1123,2085,DIVISION,KEELER,70,53.6,106.2,10/01/2012,Weekday,"(41.90267395, -87.73110472)",41.90267395,-87.73110472,1,70,159.8
1124,2086,DIVISION,KILDARE,70,38.7,75.5,10/01/2012,Weekday,"(41.90262754, -87.73357324)",41.90262754,-87.73357324,1,70,114.2
1125,2087,DIVISION,KOSTNER,70,29.9,73.2,10/01/2012,Weekday,"(41.90255370, -87.73603618)",41.9025537,-87.73603618,1,70,103.1
1126,2089,DIVISION,KOLMAR,70,4.5,15.3,10/01/2012,Weekday,"(41.90248194, -87.73993205)",41.90248194,-87.73993205,1,70,19.8
1127,2090,DIVISION,4659 WEST,70,3,33.1,10/01/2012,Weekday,"(41.90245701, -87.74353467)",41.90245701,-87.74353467,1,70,36.1
1128,2092,DIVISION,LAMON,70,22,68,10/01/2012,Weekday,"(41.90238330, -87.74834324)",41.9023833,-87.74834324,1,70,90
1129,2093,DIVISION,LAVERGNE,70,56.2,109.9,10/01/2012,Weekday,"(41.90235842, -87.75075855)",41.90235842,-87.75075855,1,70,166.1
1130,2094,DIVISION,LECLAIRE,70,22.2,92.8,10/01/2012,Weekday,"(41.90229953, -87.75320140)",41.90229953,-87.7532014,1,70,115
1131,2096,DIVISION,LOCKWOOD,70,21.9,71.9,10/01/2012,Weekday,"(41.90230266, -87.75813563)",41.90230266,-87.75813563,1,70,93.8
1132,2097,DIVISION,LONG,70,19.7,80.5,10/01/2012,Weekday,"(41.90224466, -87.76077625)",41.90224466,-87.76077625,1,70,100.2
1133,2098,DIVISION,PINE,70,3.7,28.2,10/01/2012,Weekday,"(41.90225121, -87.76363790)",41.90225121,-87.7636379,1,70,31.9
1134,2099,DIVISION,CENTRAL,70,35.2,247.8,10/01/2012,Weekday,"(41.90221424, -87.76552529)",41.90221424,-87.76552529,1,70,283
1135,2100,DIVISION,WALLER,70,6.3,52,10/01/2012,Weekday,"(41.90223708, -87.76801816)",41.90223708,-87.76801816,1,70,58.3
1136,2101,DIVISION,MENARD,70,8.1,104,10/01/2012,Weekday,"(41.90213607, -87.77042117)",41.90213607,-87.77042117,1,70,112.1
1137,2102,DIVISION,MAYFIELD,70,1.6,57,10/01/2012,Weekday,"(41.90215350, -87.77280528)",41.9021535,-87.77280528,1,70,58.6
1138,2106,KING DRIVE,94TH STREET,3,27.9,3,10/01/2012,Weekday,"(41.72376249, -87.61402729)",41.72376249,-87.61402729,1,3,30.9
1139,2107,KING DRIVE,93RD STREET,3,44.6,10.8,10/01/2012,Weekday,"(41.72565516, -87.61406944)",41.72565516,-87.61406944,1,3,55.4
1140,2108,KING DRIVE,BURNSIDE,3,21.6,9.7,10/01/2012,Weekday,"(41.72696975, -87.61418333)",41.72696975,-87.61418333,1,3,31.3
1141,2109,KING DRIVE,91ST STREET,3,66.2,16.1,10/01/2012,Weekday,"(41.72925462, -87.61424202)",41.72925462,-87.61424202,1,3,82.3
1142,2110,KING DRIVE,90TH STREET,3,54.7,12.9,10/01/2012,Weekday,"(41.73110858, -87.61427778)",41.73110858,-87.61427778,1,3,67.6
1143,2111,KING DRIVE,89TH STREET,3,24.6,11.1,10/01/2012,Weekday,"(41.73291483, -87.61428041)",41.73291483,-87.61428041,1,3,35.7
1144,2112,KING DRIVE,88TH STREET,3,17.4,14.9,10/01/2012,Weekday,"(41.73469183, -87.61433041)",41.73469183,-87.61433041,1,3,32.3
1145,2113,KING DRIVE,87TH STREET,3,471.1,104.4,10/01/2012,Weekday,"(41.73668187, -87.61446243)",41.73668187,-87.61446243,1,3,575.5
1146,2114,KING DRIVE,86TH STREET,3,17.3,2.1,10/01/2012,Weekday,"(41.73836733, -87.61440562)",41.73836733,-87.61440562,1,3,19.4
1147,2115,KING DRIVE,85TH STREET,3,21.7,7.6,10/01/2012,Weekday,"(41.74020933, -87.61447162)",41.74020933,-87.61447162,1,3,29.3
1148,2116,KING DRIVE,84TH STREET,3,31,20.8,10/01/2012,Weekday,"(41.74210033, -87.61450062)",41.74210033,-87.61450062,1,3,51.8
1149,2117,KING DRIVE,83RD STREET,3,120,57.9,10/01/2012,Weekday,"(41.74387880, -87.61451473)",41.7438788,-87.61451473,1,3,177.9
1150,2118,KING DRIVE,82ND STREET,3,57,22.9,10/01/2012,Weekday,"(41.74574804, -87.61461065)",41.74574804,-87.61461065,1,3,79.9
1151,2119,KING DRIVE,81ST STREET,3,70.7,40,10/01/2012,Weekday,"(41.74762714, -87.61480430)",41.74762714,-87.6148043,1,3,110.7
1152,2120,KING DRIVE,80TH STREET,3,35.6,49.9,10/01/2012,Weekday,"(41.74937887, -87.61483506)",41.74937887,-87.61483506,1,3,85.5
1153,2121,KING DRIVE,79TH STREET,3,881.3,290.8,10/01/2012,Weekday,"(41.75130653, -87.61487151)",41.75130653,-87.61487151,1,3,1172.1
1154,2122,KING DRIVE,78TH STREET,3,27.3,13,10/01/2012,Weekday,"(41.75307525, -87.61490543)",41.75307525,-87.61490543,1,3,40.3
1155,2123,KING DRIVE,77TH STREET,3,26.5,21.1,10/01/2012,Weekday,"(41.75483533, -87.61483660)",41.75483533,-87.6148366,1,3,47.6
1156,2124,KING DRIVE,76TH STREET,3,49.1,49.7,10/01/2012,Weekday,"(41.75667433, -87.61492821)",41.75667433,-87.61492821,1,3,98.8
1157,2125,KING DRIVE,75TH STREET,3,390.1,138.7,10/01/2012,Weekday,"(41.75859759, -87.61503502)",41.75859759,-87.61503502,1,3,528.8
1158,2126,KING DRIVE,74TH STREET,3,48.1,28.7,10/01/2012,Weekday,"(41.76039666, -87.61510930)",41.76039666,-87.6151093,1,3,76.8
1159,2128,KING DRIVE,72ND STREET,3,38.7,57.8,10/01/2012,Weekday,"(41.76402902, -87.61517539)",41.76402902,-87.61517539,1,3,96.5
1160,2129,KING DRIVE,71ST STREET,3,408.3,191.1,10/01/2012,Weekday,"(41.76583161, -87.61513160)",41.76583161,-87.6151316,1,3,599.4
1161,2130,KING DRIVE,70TH STREET,3,35.3,40.1,10/01/2012,Weekday,"(41.76766046, -87.61515333)",41.76766046,-87.61515333,1,3,75.4
1162,2131,KING DRIVE,69TH STREET,3,380.5,160.7,10/01/2012,Weekday,"(41.76947227, -87.61527724)",41.76947227,-87.61527724,1,3,541.2
1163,2132,KING DRIVE,ANTHONY,3,14.4,7.3,10/01/2012,Weekday,"(41.77045300, -87.61531500)",41.770453,-87.615315,1,3,21.7
1164,2133,KING DRIVE,SOUTH CHICAGO/MARQUETTE,3,10.7,15.1,10/01/2012,Weekday,"(41.77264422, -87.61535102)",41.77264422,-87.61535102,1,3,25.8
1165,2134,KING DRIVE,MARQUETTE RD,3,38.1,19.6,10/01/2012,Weekday,"(41.77313773, -87.61536335)",41.77313773,-87.61536335,1,3,57.7
1166,2135,KING DRIVE,66TH STREET,3,73.3,72.2,10/01/2012,Weekday,"(41.77497052, -87.61540220)",41.77497052,-87.6154022,1,3,145.5
1167,2136,KING DRIVE,65TH STREET,3,61.3,80.9,10/01/2012,Weekday,"(41.77670993, -87.61545318)",41.77670993,-87.61545318,1,3,142.2
1168,2137,KING DRIVE,64TH STREET,3,71,142.9,10/01/2012,Weekday,"(41.77830700, -87.61549700)",41.778307,-87.615497,1,3,213.9
1169,2138,KING DRIVE,63RD STREET,3,468.8,465.1,10/01/2012,Weekday,"(41.78043717, -87.61553790)",41.78043717,-87.6155379,1,3,933.9
1170,2139,KING DRIVE,62ND STREET,3,35.7,66,10/01/2012,Weekday,"(41.78223058, -87.61559901)",41.78223058,-87.61559901,1,3,101.7
1171,2140,KING DRIVE,61ST STREET,3,165.1,161.2,10/01/2012,Weekday,"(41.78404971, -87.61564046)",41.78404971,-87.61564046,1,3,326.3
1172,2141,KING DRIVE,60TH STREET,3,86.2,79.8,10/01/2012,Weekday,"(41.78562517, -87.61568212)",41.78562517,-87.61568212,1,3,166
1173,2142,KING DRIVE,59TH STREET,3,77,54.5,10/01/2012,Weekday,"(41.78765716, -87.61570617)",41.78765716,-87.61570617,1,3,131.5
1174,2143,KING DRIVE,58TH STREET,3,38.5,56.4,10/01/2012,Weekday,"(41.78930657, -87.61576468)",41.78930657,-87.61576468,1,3,94.9
1175,2145,KING DRIVE,56TH STREET,3,20,57.9,10/01/2012,Weekday,"(41.79311100, -87.61586856)",41.793111,-87.61586856,1,3,77.9
1176,2146,KING DRIVE,GARFIELD (south leg),3,178.5,192.4,10/01/2012,Weekday,"(41.79440222, -87.61589864)",41.79440222,-87.61589864,1,3,370.9
1177,2147,KING DRIVE,GARFIELD (north leg),3,38.1,65.7,10/01/2012,Weekday,"(41.79502276, -87.61591469)",41.79502276,-87.61591469,1,3,103.8
1178,2148,KING DRIVE,54TH STREET,3,4.5,10.3,10/01/2012,Weekday,"(41.79680469, -87.61596134)",41.79680469,-87.61596134,1,3,14.8
1179,2149,KING DRIVE,53RD STREET,3,26.5,38.6,10/01/2012,Weekday,"(41.79841670, -87.61598235)",41.7984167,-87.61598235,1,3,65.1
1180,2150,KING DRIVE,5200 SOUTH,3,9.2,40.7,10/01/2012,Weekday,"(41.80025437, -87.61604759)",41.80025437,-87.61604759,1,3,49.9
1181,2151,KING DRIVE,51ST STREET,3,212.3,299.7,10/01/2012,Weekday,"(41.80235874, -87.61601051)",41.80235874,-87.61601051,1,3,512
1182,2152,KING DRIVE,50TH STREET,3,25.2,31.6,10/01/2012,Weekday,"(41.80407822, -87.61631577)",41.80407822,-87.61631577,1,3,56.8
1183,2153,KING DRIVE,49TH STREET,3,69,70.8,10/01/2012,Weekday,"(41.80585460, -87.61637553)",41.8058546,-87.61637553,1,3,139.8
1184,2154,KING DRIVE,48TH STREET,3,43,90.2,10/01/2012,Weekday,"(41.80777121, -87.61642803)",41.80777121,-87.61642803,1,3,133.2
1185,2155,KING DRIVE,47TH STREET,3,255.4,234.5,10/01/2012,Weekday,"(41.80962729, -87.61649665)",41.80962729,-87.61649665,1,3,489.9
1186,2156,KING DRIVE,46TH STREET,3,22.7,34,10/01/2012,Weekday,"(41.81138116, -87.61654358)",41.81138116,-87.61654358,1,3,56.7
1187,2157,KING DRIVE,45TH STREET,3,53.8,62.1,10/01/2012,Weekday,"(41.81317238, -87.61650870)",41.81317238,-87.6165087,1,3,115.9
1188,2158,KING DRIVE,44TH STREET,3,25.6,55.1,10/01/2012,Weekday,"(41.81496273, -87.61661867)",41.81496273,-87.61661867,1,3,80.7
1189,2159,KING DRIVE,43RD STREET,3,137.7,157.1,10/01/2012,Weekday,"(41.81688041, -87.61648491)",41.81688041,-87.61648491,1,3,294.8
1190,2160,KING DRIVE,42ND STREET,3,75.9,91.9,10/01/2012,Weekday,"(41.81860785, -87.61672639)",41.81860785,-87.61672639,1,3,167.8
1191,2161,KING DRIVE,41ST STREET,3,131.7,131.6,10/01/2012,Weekday,"(41.82041816, -87.61675720)",41.82041816,-87.6167572,1,3,263.3
1192,2162,KING DRIVE,OAKWOOD BOULEVARD,3,46.2,83.3,10/01/2012,Weekday,"(41.82257374, -87.61683996)",41.82257374,-87.61683996,1,3,129.5
1193,2163,KING DRIVE,PERSHING,3,94,165,10/01/2012,Weekday,"(41.82393953, -87.61689837)",41.82393953,-87.61689837,1,3,259
1194,2164,KING DRIVE,38TH STREET,3,47.1,64.1,10/01/2012,Weekday,"(41.82573553, -87.61692978)",41.82573553,-87.61692978,1,3,111.2
1195,2165,KING DRIVE,37TH STREET,3,31.8,58.5,10/01/2012,Weekday,"(41.82763581, -87.61695741)",41.82763581,-87.61695741,1,3,90.3
1196,2166,KING DRIVE,3600 SOUTH,3,13.4,46.1,10/01/2012,Weekday,"(41.82919999, -87.61700791)",41.82919999,-87.61700791,1,3,59.5
1197,2167,KING DRIVE,35TH STREET,3,338.5,524.4,10/01/2012,Weekday,"(41.83146567, -87.61685334)",41.83146567,-87.61685334,1,3,862.9
1198,2168,KING DRIVE,33RD PLACE,3,74.5,41.1,10/01/2012,Weekday,"(41.83348500, -87.61690200)",41.833485,-87.616902,1,3,115.6
1199,2169,KING DRIVE,33RD STREET,3,185.9,47.4,10/01/2012,Weekday,"(41.83494990, -87.61693354)",41.8349499,-87.61693354,1,3,233.3
1200,2170,KING DRIVE,32ND STREET,3,145.4,56.1,10/01/2012,Weekday,"(41.83678366, -87.61696608)",41.83678366,-87.61696608,1,3,201.5
1201,2171,KING DRIVE,31ST STREET,3,44.4,34.5,10/01/2012,Weekday,"(41.83829420, -87.61702818)",41.8382942,-87.61702818,1,3,78.9
1202,2178,KING DRIVE,30TH STREET,3,257.8,441.7,10/01/2012,Weekday,"(41.83972500, -87.61707700)",41.839725,-87.617077,1,3,699.5
1203,2179,KING DRIVE,29TH STREET,3,228.7,77.6,10/01/2012,Weekday,"(41.84229000, -87.61717000)",41.84229,-87.61717,1,3,306.3
1204,2180,KING DRIVE,2800 SOUTH,3,97.4,48.6,10/01/2012,Weekday,"(41.84335000, -87.61713000)",41.84335,-87.61713,1,3,146
1205,2181,KING DRIVE,26TH STREET,3,127.1,246.8,10/01/2012,Weekday,"(41.84550800, -87.61722000)",41.845508,-87.61722,1,3,373.9
1206,2194,KING DRIVE,26TH STREET,3,213.3,133.3,10/01/2012,Weekday,"(41.84545476, -87.61776811)",41.84545476,-87.61776811,1,3,346.6
1207,2195,KING DRIVE,2800 SOUTH,3,45.1,195,10/01/2012,Weekday,"(41.84336389, -87.61771555)",41.84336389,-87.61771555,1,3,240.1
1208,2196,KING DRIVE,29TH STREET,3,103.8,201.4,10/01/2012,Weekday,"(41.84186739, -87.61764714)",41.84186739,-87.61764714,1,3,305.2
1209,2197,KING DRIVE,3000 SOUTH,3,142.7,275.3,10/01/2012,Weekday,"(41.84023996, -87.61758092)",41.84023996,-87.61758092,1,3,418
1210,2198,KING DRIVE,31ST STREET,3,64.5,61.5,10/01/2012,Weekday,"(41.83854292, -87.61755622)",41.83854292,-87.61755622,1,3,126
1211,2199,KING DRIVE,32ND STREET,3,49.2,187.1,10/01/2012,Weekday,"(41.83630773, -87.61754018)",41.83630773,-87.61754018,1,3,236.3
1212,2201,KING DRIVE,3400 SOUTH,3,112.3,149.7,10/01/2012,Weekday,"(41.83253785, -87.61746610)",41.83253785,-87.6174661,1,3,262
1213,2202,KING DRIVE,35TH STREET,3,584.8,243.9,10/01/2012,Weekday,"(41.83084567, -87.61741358)",41.83084567,-87.61741358,1,3,828.7
1214,2203,KING DRIVE,3600 SOUTH,3,11.3,15.5,10/01/2012,Weekday,"(41.82927065, -87.61717657)",41.82927065,-87.61717657,1,3,26.8
1215,2204,KING DRIVE,37TH STREET,3,82.8,47.2,10/01/2012,Weekday,"(41.82740376, -87.61717809)",41.82740376,-87.61717809,1,3,130
1216,2205,KING DRIVE,38TH STREET,3,53.3,74.4,10/01/2012,Weekday,"(41.82553915, -87.61714167)",41.82553915,-87.61714167,1,3,127.7
1217,2206,KING DRIVE,PERSHING,3,231.7,128.7,10/01/2012,Weekday,"(41.82365603, -87.61711039)",41.82365603,-87.61711039,1,3,360.4
1218,2207,KING DRIVE,OAKWOOD BOULEVARD,3,1.8,15.5,10/01/2012,Weekday,"(41.82260008, -87.61703619)",41.82260008,-87.61703619,1,3,17.3
1219,2208,KING DRIVE,41ST STREET,3,162,198.9,10/01/2012,Weekday,"(41.82005980, -87.61701276)",41.8200598,-87.61701276,1,3,360.9
1220,2209,KING DRIVE,42ND STREET,3,52.4,76.3,10/01/2012,Weekday,"(41.81827619, -87.61694565)",41.81827619,-87.61694565,1,3,128.7
1221,2210,KING DRIVE,43RD STREET,3,203.5,112.5,10/01/2012,Weekday,"(41.81650831, -87.61691282)",41.81650831,-87.61691282,1,3,316
1222,2211,KING DRIVE,44TH STREET,3,26.4,45.7,10/01/2012,Weekday,"(41.81470626, -87.61685402)",41.81470626,-87.61685402,1,3,72.1
1223,2212,KING DRIVE,45TH STREET,3,53,71,10/01/2012,Weekday,"(41.81288125, -87.61680180)",41.81288125,-87.6168018,1,3,124
1224,2213,KING DRIVE,46TH STREET,3,27.4,81.1,10/01/2012,Weekday,"(41.81104699, -87.61674851)",41.81104699,-87.61674851,1,3,108.5
1225,2214,KING DRIVE,47TH STREET,3,301.4,199.8,10/01/2012,Weekday,"(41.80916407, -87.61668200)",41.80916407,-87.616682,1,3,501.2
1226,2215,KING DRIVE,48TH STREET,3,39.8,57.7,10/01/2012,Weekday,"(41.80733678, -87.61662498)",41.80733678,-87.61662498,1,3,97.5
